sequence	reward
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
03013033	0.8397723992908095
33300030	0.4890941326846164
03033310	0.6993258565950604
33300030	0.4890941326846164
30303332	0.7376819362553086
03331300	0.5816084608089721
33000032	0.2971900383457716
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
30003332	0.73921782872222
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
30013332	0.6562487114996083
33013032	0.9794149177421351
30300032	0.7742031913577702
33300032	0.400414381725972
33300030	0.4890941326846164
33300030	0.4890941326846164
00333300	0.5997917783367006
10303322	0.8326289531192017
03303313	0.5933286603719128
33300030	0.4890941326846164
33300030	0.4890941326846164
30300032	0.7742031913577702
33300030	0.4890941326846164
10303322	0.8326289531192017
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
30023303	0.7163856017812229
10331113	0.5346451985321403
33300030	0.4890941326846164
30303322	0.8121057188801385
33300030	0.4890941326846164
03033300	0.6829773636251185
33213033	0.5866078423287842
33300030	0.4890941326846164
33300032	0.400414381725972
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300033	0.3532964994021358
33300030	0.4890941326846164
03313333	0.4858264956912547
10333300	0.2971900383457716
33300030	0.4890941326846164
33300032	0.400414381725972
10333103	0.601214282769142
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
01000030	0.6909660660536842
33300030	0.4890941326846164
33100030	0.5242444233703047
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
01300033	0.6325506122953862
33300030	0.4890941326846164
33300030	0.4890941326846164
33033000	0.5446233455654971
33300030	0.4890941326846164
10300033	0.8334742093761597
33013032	0.9794149177421351
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
11333103	0.37100564878571723
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
10333303	0.5400775161835649
33300030	0.4890941326846164
30300030	0.8574403166618563
33300030	0.4890941326846164
13033312	0.5668474003216097
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
30300032	0.7742031913577702
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
00333300	0.5997917783367006
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300032	0.400414381725972
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
03013332	0.685770832474333
33300030	0.4890941326846164
33300030	0.4890941326846164
30000012	0.5723931060075041
33300030	0.4890941326846164
33300030	0.4890941326846164
10221103	0.43897662144889293
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
03330300	0.6955943594606853
33300030	0.4890941326846164
33300030	0.4890941326846164
13033313	0.7337339710551273
10333300	0.2971900383457716
33300030	0.4890941326846164
33300030	0.4890941326846164
33013032	0.9794149177421351
03033010	0.6357564012699459
33300032	0.400414381725972
01000032	0.42551436935636827
30303032	0.9564074547478661
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
