sequence	reward
33300030	0.4890941326846164
33300030	0.4890941326846164
03300010	0.48051787407743374
33300030	0.4890941326846164
03332300	0.5938956005442625
03333310	0.5255741557745434
33003012	0.3278666556714633
03332300	0.5938956005442625
33300010	0.38524100111326437
33320030	0.4809920422215808
33300030	0.4890941326846164
03332300	0.5938956005442625
33300030	0.4890941326846164
01000030	0.6909660660536842
03332300	0.5938956005442625
33300030	0.4890941326846164
03332300	0.5938956005442625
33300030	0.4890941326846164
03332300	0.5938956005442625
10300321	0.6754937533501011
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
33000032	0.2971900383457716
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
03333300	0.44459448315672284
33300010	0.38524100111326437
10333300	0.2971900383457716
03332300	0.5938956005442625
03332300	0.5938956005442625
33000032	0.2971900383457716
33003012	0.3278666556714633
32300032	0.4384921453016122
10333300	0.2971900383457716
33300030	0.4890941326846164
33300030	0.4890941326846164
03303313	0.5933286603719128
00333330	0.5240898033233002
33300030	0.4890941326846164
03332300	0.5938956005442625
03332300	0.5938956005442625
23333000	0.09028779944749103
33300030	0.4890941326846164
33300030	0.4890941326846164
03330300	0.6955943594606853
03332300	0.5938956005442625
32300030	0.5887312909743124
13333300	0.29615923803240835
03303313	0.5933286603719128
23300010	0.38113841586607844
33300010	0.38524100111326437
03330300	0.6955943594606853
13333300	0.29615923803240835
33000032	0.2971900383457716
33300030	0.4890941326846164
30003332	0.73921782872222
13003312	0.5870613944666639
33300030	0.4890941326846164
33300030	0.4890941326846164
03332300	0.5938956005442625
03330300	0.6955943594606853
33300010	0.38524100111326437
33003012	0.3278666556714633
00313330	0.3274646435492516
30333300	0.46220055250896797
33300030	0.4890941326846164
03332300	0.5938956005442625
33300030	0.4890941326846164
30003332	0.73921782872222
10300321	0.6754937533501011
33300030	0.4890941326846164
33300030	0.4890941326846164
33300030	0.4890941326846164
00333330	0.5240898033233002
03331000	0.5575908135076073
03330300	0.6955943594606853
03332300	0.5938956005442625
03331000	0.5575908135076073
33300030	0.4890941326846164
33300030	0.4890941326846164
33300010	0.38524100111326437
30300030	0.8574403166618563
03330300	0.6955943594606853
33300030	0.4890941326846164
32000032	0.4737867480311714
03330300	0.6955943594606853
03330300	0.6955943594606853
03313330	0.5750525708159815
03332300	0.5938956005442625
33300010	0.38524100111326437
33300030	0.4890941326846164
33300030	0.4890941326846164
03300010	0.48051787407743374
10333300	0.2971900383457716
10303321	0.7198697068403909
03333310	0.5255741557745434
03303312	0.6830082876345194
13033300	0.6459304003628418
23300010	0.38113841586607844
03330300	0.6955943594606853
32300032	0.4384921453016122
03332300	0.5938956005442625
33300030	0.4890941326846164
33300030	0.4890941326846164
33000032	0.2971900383457716
03300030	0.6247989939388943
03303313	0.5933286603719128
33100030	0.5242444233703047
03332300	0.5938956005442625
33300030	0.4890941326846164
33300030	0.4890941326846164
03332300	0.5938956005442625
03332300	0.5938956005442625
03332300	0.5938956005442625
33300030	0.4890941326846164
03303313	0.5933286603719128
03332300	0.5938956005442625
03332300	0.5938956005442625
33300030	0.4890941326846164
33300030	0.4890941326846164
13033300	0.6459304003628418
33300030	0.4890941326846164
33300030	0.4890941326846164
03332300	0.5938956005442625
01321030	0.6474147528140849
30303321	0.7384138044777966
00310330	0.6042757596998309
03332300	0.5938956005442625
03300030	0.6247989939388943
03332300	0.5938956005442625
03303313	0.5933286603719128
33300030	0.4890941326846164
03332300	0.5938956005442625
33300030	0.4890941326846164
03330300	0.6955943594606853
03332300	0.5938956005442625
32300032	0.4384921453016122
33300030	0.4890941326846164
33300010	0.38524100111326437
03303313	0.5933286603719128
32300032	0.4384921453016122
00330000	0.5527254360285325
33300030	0.4890941326846164
33000032	0.2971900383457716
13033300	0.6459304003628418
13333300	0.29615923803240835
02100030	0.6763699336164598
30012032	0.4573867150455614
33300030	0.4890941326846164
33300030	0.4890941326846164
33300010	0.38524100111326437
33300030	0.4890941326846164
03303313	0.5933286603719128
03333300	0.44459448315672284
33300030	0.4890941326846164
